X,Y,OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
-8858846.34,5424516.816,1027,GO-2019349242,2019/02/24 05:00:00+00,2019,February,24,Sunday,55,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58037067,43.73495345
-8837790.546,5420846.024,1028,GO-2019400418,2019/03/04 05:00:00+00,2019,March,4,Monday,63,D53,Other,173,North Toronto,104,Mount Pleasant West (104),-79.39122325,43.71112256
-8839715.169,5419840.383,1029,GO-2019424256,2019/03/08 05:00:00+00,2019,March,8,Friday,67,D53,Shooting,100,Yonge-Eglinton,100,Yonge-Eglinton (100),-79.40851244,43.70459226
-8848331.2,5425057.952,1030,GO-2019449448,2019/03/11 04:00:00+00,2019,March,11,Monday,70,D31,Shooting,155,Downsview,26,Downsview-Roding-CFB (26),-79.48591156,43.73846571
-8845225.61,5414320.257,1031,GO-2019456465,2019/03/13 04:00:00+00,2019,March,13,Wednesday,72,D11,Other,91,Weston-Pelham Park,91,Weston-Pellam Park (91),-79.45801357,43.66873369
-8855939.537,5415800.797,1032,GO-2019494501,2019/03/18 04:00:00+00,2019,March,18,Monday,77,D23,Other,7,Willowridge-Martingrove-Richview,7,Willowridge-Martingrove-Richview (7),-79.55425841,43.67835333
-8844433.026,5412802.481,1033,GO-2019499554,2019/03/19 04:00:00+00,2019,March,19,Tuesday,78,D11,Shooting,171,Junction-Wallace Emerson,93,Dovercourt-Wallace Emerson-Junction (93),-79.45089367,43.65887051
-8826531.081,5432576.611,1034,GO-2019598298,2019/04/03 04:00:00+00,2019,April,3,Wednesday,93,D42,Other,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),-79.29007776,43.7872446
-8836571.809,5411229.13,1035,GO-2019649220,2019/04/10 04:00:00+00,2019,April,10,Wednesday,100,D52,Stabbing,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38027515,43.64864446
-8847441.393,5417384.835,1036,GO-2019677551,2019/04/15 04:00:00+00,2019,April,15,Monday,105,D12,Stabbing,110,Keelesdale-Eglinton West,110,Keelesdale-Eglinton West (110),-79.47791829,43.68864374
-8843074.287,5417815.547,1037,GO-2019716384,2019/04/21 04:00:00+00,2019,April,21,Sunday,111,D13,Shooting,107,Oakwood Village,107,Oakwood Village (107),-79.43868791,43.69144147
-8817950.942,5430634.815,1038,GO-2019767371,2019/04/28 04:00:00+00,2019,April,28,Sunday,118,D43,Shooting,135,Morningside,135,Morningside (135),-79.21300106,43.7746506
-8858735.507,5412329.541,1039,GO-2019766762,2019/04/28 04:00:00+00,2019,April,28,Sunday,118,D22,Other,11,Eringate-Centennial-West Deane,11,Eringate-Centennial-West Deane (11),-79.57937504,43.65579681
-8859959.172,5424370.724,1040,GO-2019785029,2019/05/01 04:00:00+00,2019,May,1,Wednesday,121,D23,Shooting,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.59036741,43.73400519
-8857253.514,5428465.916,1041,GO-2019798063,2019/05/03 04:00:00+00,2019,May,3,Friday,123,D31,Shooting,21,Humber Summit,21,Humber Summit (21),-79.56606207,43.76058053
-8816363.423,5426264.059,1042,GO-2019819986,2019/05/05 04:00:00+00,2019,May,5,Sunday,125,D43,Stabbing,140,Guildwood,140,Guildwood (140),-79.19874013,43.74629326
-8842298.296,5413599.141,1043,GO-2019928762,2019/05/21 04:00:00+00,2019,May,21,Tuesday,141,D14,Other,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),-79.43171706,43.66404776
-8835789.872,5412010.448,1044,GO-20191039892,2019/06/06 04:00:00+00,2019,June,6,Thursday,157,D51,Other,73,Moss Park,73,Moss Park (73),-79.3732509,43.65372288
-8837327.499,5414289.393,1045,GO-20191052988,2019/06/08 04:00:00+00,2019,June,8,Saturday,159,D52,Stabbing,169,Bay-Cloverhill,76,Bay Street Corridor (76),-79.38706363,43.66853314
-8814820.348,5429125.823,1046,GO-20191198026,2019/06/27 04:00:00+00,2019,June,27,Thursday,178,D43,Shooting,136,West Hill,136,West Hill (136),-79.18487845,43.76486182
-8829907.494,5428495.076,1047,GO-20191191914,2019/06/27 04:00:00+00,2019,June,27,Thursday,178,D33,Stabbing,150,Fenside-Parkwoods,45,Parkwoods-Donalda (45),-79.32040859,43.76076972
-8850345.079,5417421.942,1048,GO-20191206091,2019/06/29 04:00:00+00,2019,June,29,Saturday,180,D12,Shooting,115,Mount Dennis,115,Mount Dennis (115),-79.50400254,43.68888478
-8850345.079,5417421.942,1049,GO-20191206091,2019/06/29 04:00:00+00,2019,June,29,Saturday,180,D12,Shooting,115,Mount Dennis,115,Mount Dennis (115),-79.50400254,43.68888478
-8837972.236,5411024.538,1050,GO-20191213308,2019/06/30 04:00:00+00,2019,June,30,Sunday,181,D52,Shooting,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.3928554,43.64731458
-8835317.231,5412147.598,1051,GO-20191226977,2019/07/01 04:00:00+00,2019,July,1,Monday,182,D51,Other,73,Moss Park,73,Moss Park (73),-79.36900509,43.65461429
-8842292.915,5413077.07,1052,GO-20191344279,2019/07/18 04:00:00+00,2019,July,18,Thursday,199,D14,Other,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),-79.43166872,43.66065503
-8850428.665,5421556.345,1053,GO-20191445359,2019/08/02 04:00:00+00,2019,August,2,Friday,214,D12,Shooting,28,Rustic,28,Rustic (28),-79.50475341,43.71573472
-8841850.846,5416253.386,1054,GO-20191492032,2019/08/07 04:00:00+00,2019,August,7,Wednesday,219,D13,Stabbing,94,Wychwood,94,Wychwood (94),-79.42769755,43.68129368
-8827798.982,5421790.564,1055,GO-20191506357,2019/08/09 04:00:00+00,2019,August,9,Friday,221,D55,Shooting,43,Victoria Village,43,Victoria Village (43),-79.3014675,43.71725545
-8844341.033,5411274.782,1056,GO-20191558069,2019/08/16 04:00:00+00,2019,August,16,Friday,228,D11,Shooting,86,Roncesvalles,86,Roncesvalles (86),-79.45006728,43.64894121
-8853649.602,5421227.292,1057,GO-20191581564,2019/08/19 04:00:00+00,2019,August,19,Monday,231,D12,Shooting,23,Pelmo Park-Humberlea,23,Pelmo Park-Humberlea (23),-79.53368757,43.71359821
-8850208.233,5417908.421,1058,GO-20191595863,2019/08/21 04:00:00+00,2019,August,21,Wednesday,233,D12,Shooting,115,Mount Dennis,115,Mount Dennis (115),-79.50277324,43.69204473
-8856362.066,5428375.347,1059,GO-20191619393,2019/08/25 04:00:00+00,2019,August,25,Sunday,237,D31,Shooting,21,Humber Summit,21,Humber Summit (21),-79.55805406,43.75999292
-8822249.015,5427593.015,1060,GO-20191683554,2019/09/03 04:00:00+00,2019,September,3,Tuesday,246,D43,Other,156,Bendale-Glen Andrew,127,Bendale (127),-79.25161131,43.75491691
-8850596.812,5422403.828,1061,GO-20191695351,2019/09/04 04:00:00+00,2019,September,4,Wednesday,247,D31,Other,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.5062639,43.72123703
-8813542.314,5433017.671,1062,GO-20191745744,2019/09/11 04:00:00+00,2019,September,11,Wednesday,254,D43,Stabbing,134,Highland Creek,134,Highland Creek (134),-79.17339768,43.79010484
-8844687.133,5420207.536,1063,GO-20191782132,2019/09/16 04:00:00+00,2019,September,16,Monday,259,D13,Shooting,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.45317635,43.70697651
-8823228.063,5437738.471,1064,GO-20191806337,2019/09/19 04:00:00+00,2019,September,19,Thursday,262,D42,Shooting,130,Milliken,130,Milliken (130),-79.26040624,43.82071024
-8826123.274,5430082.804,1065,GO-20191828916,2019/09/22 04:00:00+00,2019,September,22,Sunday,265,D41,Other,126,Dorset Park,126,Dorset Park (126),-79.28641437,43.77106991
-8857469.818,5411633.775,1066,GO-20191840069,2019/09/24 04:00:00+00,2019,September,24,Tuesday,267,D22,Shooting,13,Etobicoke West Mall,13,Etobicoke West Mall (13),-79.56800516,43.65127463
-8837109.782,5414247.027,1067,GO-20191843578,2019/09/24 04:00:00+00,2019,September,24,Tuesday,267,D51,Other,167,Church-Wellesley,75,Church-Yonge Corridor (75),-79.38510785,43.66825785
-8859866.871,5427748.421,1068,GO-20191878460,2019/09/29 04:00:00+00,2019,September,29,Sunday,272,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58953825,43.75592527
-8851167.119,5426855.069,1069,GO-20191894014,2019/10/01 04:00:00+00,2019,October,1,Tuesday,274,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.51138706,43.75012851
-8851167.119,5426855.069,1070,GO-20191894014,2019/10/01 04:00:00+00,2019,October,1,Tuesday,274,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.51138706,43.75012851
-8837075.871,5411077.054,1071,GO-20191901852,2019/10/02 04:00:00+00,2019,October,2,Wednesday,275,D52,Stabbing,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38480322,43.64765595
-8829446.232,5418858.758,1072,GO-20191930830,2019/10/07 04:00:00+00,2019,October,7,Monday,280,D55,Other,60,Woodbine-Lumsden,60,Woodbine-Lumsden (60),-79.316265,43.69821722
-8859650.159,5424813.82,1073,GO-20191981086,2019/10/14 04:00:00+00,2019,October,14,Monday,287,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.5875915,43.73688119
-8834142.671,5436249.516,1074,GO-20192006688,2019/10/17 04:00:00+00,2019,October,17,Thursday,290,D33,Shooting,48,Hillcrest Village,48,Hillcrest Village (48),-79.35845383,43.81105889
-8846676.846,5409630.823,1075,GO-20192021028,2019/10/19 04:00:00+00,2019,October,19,Saturday,292,D11,Shooting,87,High Park-Swansea,87,High Park-Swansea (87),-79.47105024,43.63825444
-8837751.944,5419054.244,1076,GO-20192067798,2019/10/26 04:00:00+00,2019,October,26,Saturday,299,D53,Other,174,South Eglinton-Davisville,104,Mount Pleasant West (104),-79.39087649,43.69948683
-8839233.202,5414123.935,1077,GO-20192106976,2019/10/31 04:00:00+00,2019,October,31,Thursday,304,D53,Stabbing,95,Annex,95,Annex (95),-79.40418285,43.667458
-8856150.151,5405933.319,1078,GO-20192131648,2019/11/04 05:00:00+00,2019,November,4,Monday,308,D22,Shooting,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.55615039,43.61421138
-8827601.455,5418313.425,1079,GO-20192136178,2019/11/05 05:00:00+00,2019,November,5,Tuesday,309,D55,Shooting,61,Taylor-Massey,61,Taylor-Massey (61),-79.29969309,43.69467533
-8850372.084,5419821.122,1080,GO-20192150110,2019/11/07 05:00:00+00,2019,November,7,Thursday,311,D12,Shooting,113,Weston,113,Weston (113),-79.50424513,43.70446717
-8843225.46,5417874.944,1081,GO-20192212187,2019/11/16 05:00:00+00,2019,November,16,Saturday,320,D13,Shooting,107,Oakwood Village,107,Oakwood Village (107),-79.44004592,43.69182728
-8821481.582,5426031.33,1082,GO-20192263515,2019/11/23 05:00:00+00,2019,November,23,Saturday,327,D43,Shooting,138,Eglinton East,138,Eglinton East (138),-79.24471733,43.74478295
-8854653.49,5427348.453,1083,GO-20192361770,2019/12/07 05:00:00+00,2019,December,7,Saturday,341,D31,Shooting,21,Humber Summit,21,Humber Summit (21),-79.54270565,43.75333003
-8827832.626,5426388.685,1084,GO-20192378461,2019/12/10 05:00:00+00,2019,December,10,Tuesday,344,D41,Stabbing,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.30176974,43.74710202
-8835361.895,5433099.938,1085,GO-20192390277,2019/12/11 05:00:00+00,2019,December,11,Wednesday,345,D33,Shooting,49,Bayview Woods-Steeles,49,Bayview Woods-Steeles (49),-79.36940631,43.79063832
-8861335.005,5422786.419,1086,GO-20192390677,2019/12/11 05:00:00+00,2019,December,11,Wednesday,345,D23,Other,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.60272672,43.72372084
-8820261.003,5421756.619,1087,GO-20192385631,2019/12/11 05:00:00+00,2019,December,11,Wednesday,345,D43,Other,123,Cliffcrest,123,Cliffcrest (123),-79.23375269,43.71703505
-8847681.874,5423363.58,1088,GO-20192412908,2019/12/15 05:00:00+00,2019,December,15,Sunday,349,D31,Shooting,155,Downsview,26,Downsview-Roding-CFB (26),-79.48007857,43.72746763
-8827562.661,5432012.887,1089,GO-20192445475,2019/12/19 05:00:00+00,2019,December,19,Thursday,353,D42,Stabbing,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),-79.29934459,43.78358871
-8851158.737,5418877.131,1090,GO-20192452711,2019/12/20 05:00:00+00,2019,December,20,Friday,354,D12,Other,113,Weston,113,Weston (113),-79.51131176,43.69833654
-8839439.267,5413323.203,1091,GO-20192464487,2019/12/22 05:00:00+00,2019,December,22,Sunday,356,D14,Other,79,University,79,University (79),-79.40603396,43.66225458
-8835392.923,5412835.463,1092,GO-20192465270,2019/12/22 05:00:00+00,2019,December,22,Sunday,356,D51,Stabbing,73,Moss Park,73,Moss Park (73),-79.36968504,43.65908486
-8842842.883,5409703.46,1093,GO-20192470898,2019/12/23 05:00:00+00,2019,December,23,Monday,357,D14,Stabbing,85,South Parkdale,85,South Parkdale (85),-79.43660917,43.63872666
-8856905.175,5409845.092,1094,GO-20192490349,2019/12/27 05:00:00+00,2019,December,27,Friday,361,D22,Shooting,13,Etobicoke West Mall,13,Etobicoke West Mall (13),-79.56293289,43.63964743
-8820926.413,5425541.6,1095,GO-20192503671,2019/12/29 05:00:00+00,2019,December,29,Sunday,363,D43,Shooting,138,Eglinton East,138,Eglinton East (138),-79.23973017,43.74160468
-8819481.814,5436390.972,1096,GO-20192520736,2019/12/31 05:00:00+00,2019,December,31,Tuesday,365,D42,Shooting,145,Malvern West,132,Malvern (132),-79.22675311,43.81197587
-8834168.29,5413347.019,1097,GO-20205967,2020/01/01 05:00:00+00,2020,January,1,Wednesday,1,D51,Shooting,72,Regent Park,72,Regent Park (72),-79.35868397,43.66240935
-8817520.188,5432548.789,1098,GO-202069552,2020/01/11 05:00:00+00,2020,January,11,Saturday,11,D43,Shooting,135,Morningside,135,Morningside (135),-79.20913153,43.78706418
-8828159.721,5431711.772,1099,GO-202082425,2020/01/13 05:00:00+00,2020,January,13,Monday,13,D42,Stabbing,118,Tam O'Shanter-Sullivan,118,Tam O'Shanter-Sullivan (118),-79.30470808,43.7816358
-8820038.461,5430909.168,1100,GO-2020135493,2020/01/20 05:00:00+00,2020,January,20,Monday,20,D43,Shooting,141,Golfdale-Cedarbrae-Woburn,137,Woburn (137),-79.23175356,43.77643015
-8842460.373,5416768.64,1101,GO-2020136609,2020/01/20 05:00:00+00,2020,January,20,Monday,20,D13,Other,107,Oakwood Village,107,Oakwood Village (107),-79.43317302,43.68464095
-8818673.036,5424770.087,1102,GO-2020174603,2020/01/25 05:00:00+00,2020,January,25,Saturday,25,D43,Shooting,139,Scarborough Village,139,Scarborough Village (139),-79.21948774,43.73659733
-8838687.226,5409759.818,1103,GO-2020219180,2020/01/31 05:00:00+00,2020,January,31,Friday,31,D14,Shooting,165,Harbourfront-CityPlace,77,Waterfront Communities-The Island (77),-79.39927827,43.63909305
-8838687.226,5409759.818,1104,GO-2020219180,2020/01/31 05:00:00+00,2020,January,31,Friday,31,D14,Shooting,165,Harbourfront-CityPlace,77,Waterfront Communities-The Island (77),-79.39927827,43.63909305
-8831125.008,5416316.495,1105,GO-2020249293,2020/02/05 05:00:00+00,2020,February,5,Wednesday,36,D55,Shooting,66,Danforth,66,Danforth (66),-79.33134571,43.68170366
-8857964.162,5411615.54,1106,GO-2020271347,2020/02/07 05:00:00+00,2020,February,7,Friday,38,D22,Shooting,13,Etobicoke West Mall,13,Etobicoke West Mall (13),-79.57244593,43.65115611
-8821900.805,5433285.561,1107,GO-2020372105,2020/02/21 05:00:00+00,2020,February,21,Friday,52,D42,Other,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.24848328,43.79184202
-8845294.927,5423894.871,1108,GO-2020390671,2020/02/24 05:00:00+00,2020,February,24,Monday,55,D32,Stabbing,155,Downsview,26,Downsview-Roding-CFB (26),-79.45863625,43.73091643
-8848733.89,5417129.843,1109,GO-2020530236,2020/03/11 04:00:00+00,2020,March,11,Wednesday,71,D12,Other,115,Mount Dennis,115,Mount Dennis (115),-79.48952899,43.68698735
-8824342.553,5432318.112,1110,GO-2020524758,2020/03/13 04:00:00+00,2020,March,13,Friday,73,D42,Shooting,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.27041788,43.7855682
-8843977.89,5418428.364,1111,GO-2020538385,2020/03/15 04:00:00+00,2020,March,15,Sunday,75,D13,Stabbing,107,Oakwood Village,107,Oakwood Village (107),-79.44680511,43.69542187
-8826387.322,5422318.041,1112,GO-2020562795,2020/03/18 04:00:00+00,2020,March,18,Wednesday,78,D41,Shooting,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.28878635,43.72068007
-8836550.429,5412345.852,1113,GO-2020580138,2020/03/21 04:00:00+00,2020,March,21,Saturday,81,D51,Shooting,168,Downtown Yonge East,75,Church-Yonge Corridor (75),-79.3800831,43.65590281
-8829787.513,5434079.25,1114,GO-2020665733,2020/04/05 04:00:00+00,2020,April,5,Sunday,96,D42,Other,147,L'Amoreaux West,117,L'Amoreaux (117),-79.31933079,43.79698853
-8833251.571,5419541.114,1115,GO-2020668167,2020/04/05 04:00:00+00,2020,April,5,Sunday,96,D53,Shooting,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.35044895,43.70264876
-8819932.05,5431499.984,1116,GO-2020648505,2020/04/05 04:00:00+00,2020,April,5,Sunday,96,D43,Other,142,Woburn North,137,Woburn (137),-79.23079765,43.7802622
-8842385.469,5416095.816,1117,GO-2020686647,2020/04/08 04:00:00+00,2020,April,8,Wednesday,99,D13,Shooting,94,Wychwood,94,Wychwood (94),-79.43250015,43.68027
-8836240.972,5430287.655,1118,GO-2020717283,2020/04/14 04:00:00+00,2020,April,14,Tuesday,105,D33,Other,52,Bayview Village,52,Bayview Village (52),-79.3773032,43.77239873
-8849778.93,5406437.576,1119,GO-2020762187,2020/04/21 04:00:00+00,2020,April,21,Tuesday,112,D22,Other,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),-79.49891674,43.61749088
-8850665.589,5425343.38,1120,GO-2020790951,2020/04/26 04:00:00+00,2020,April,26,Sunday,117,D31,Shooting,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.50688173,43.74031821
-8827606.038,5426456.107,1121,GO-2020828038,2020/05/02 04:00:00+00,2020,May,2,Saturday,123,D41,Shooting,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.29973426,43.74753955
-8859228.48,5426343.392,1122,GO-2020898005,2020/05/14 04:00:00+00,2020,May,14,Thursday,135,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58380349,43.7468081
-8837706.894,5418916.982,1123,GO-2020893378,2020/05/14 04:00:00+00,2020,May,14,Thursday,135,D53,Other,174,South Eglinton-Davisville,104,Mount Pleasant West (104),-79.3904718,43.69859536
-8830397.389,5431475.612,1124,GO-2020915335,2020/05/17 04:00:00+00,2020,May,17,Sunday,138,D42,Shooting,147,L'Amoreaux West,117,L'Amoreaux (117),-79.32480939,43.78010412
-8822711.005,5425297.362,1125,GO-2020909524,2020/05/19 04:00:00+00,2020,May,19,Tuesday,140,D41,Other,138,Eglinton East,138,Eglinton East (138),-79.25576143,43.74001955
-8837883.399,5410724.888,1126,GO-2020971451,2020/05/26 04:00:00+00,2020,May,26,Tuesday,147,D52,Shooting,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.39205737,43.64536676
-8860232.08,5425151.427,1127,GO-2020993900,2020/05/30 04:00:00+00,2020,May,30,Saturday,151,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.59281898,43.7390724
-8833311.473,5421226.399,1128,GO-20201063476,2020/06/09 04:00:00+00,2020,June,9,Tuesday,161,D53,Shooting,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.35098706,43.7135924
-8844181.269,5415550.567,1129,GO-20201127664,2020/06/19 04:00:00+00,2020,June,19,Friday,171,D13,Shooting,92,Corso Italia-Davenport,92,Corso Italia-Davenport (92),-79.4486321,43.6767276
-8835673.401,5414150.214,1130,GO-20201173382,2020/06/25 04:00:00+00,2020,June,25,Thursday,177,D51,Stabbing,71,Cabbagetown-South St.James Town,71,Cabbagetown-South St.James Town (71),-79.37220461,43.66762876
-8831323.474,5434261.373,1131,GO-20201233592,2020/07/04 04:00:00+00,2020,July,4,Saturday,186,D42,Shooting,147,L'Amoreaux West,117,L'Amoreaux (117),-79.33312856,43.7981694
-8835789.353,5412771.038,1132,GO-20201267365,2020/07/09 04:00:00+00,2020,July,9,Thursday,191,D51,Other,73,Moss Park,73,Moss Park (73),-79.37324623,43.65866616
-8849203.963,5414771.576,1133,GO-20201281439,2020/07/10 04:00:00+00,2020,July,10,Friday,192,D12,Shooting,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.49375172,43.67166625
-8823090.428,5431218.733,1134,GO-20201278229,2020/07/10 04:00:00+00,2020,July,10,Friday,192,D43,Shooting,156,Bendale-Glen Andrew,127,Bendale (127),-79.25916985,43.77843803
-8831494.549,5417113.104,1135,GO-20201466110,2020/08/03 04:00:00+00,2020,August,3,Monday,216,D55,Other,59,Danforth East York,59,Danforth East York (59),-79.33466535,43.68687862
-8841202.22,5411390.606,1136,GO-20201486174,2020/08/09 04:00:00+00,2020,August,9,Sunday,222,D14,Stabbing,81,Trinity-Bellwoods,81,Trinity-Bellwoods (81),-79.42187084,43.64969407
-8840493.545,5410316.473,1137,GO-20201505493,2020/08/11 04:00:00+00,2020,August,11,Tuesday,224,D14,Stabbing,162,West Queen West,82,Niagara (82),-79.4155047,43.64271182
-8821490.509,5425935.788,1138,GO-20201506702,2020/08/12 04:00:00+00,2020,August,12,Wednesday,225,D43,Shooting,138,Eglinton East,138,Eglinton East (138),-79.24479753,43.74416291
-8839840.32,5427833.786,1139,GO-20201568363,2020/08/20 04:00:00+00,2020,August,20,Thursday,233,D32,Shooting,153,Avondale,51,Willowdale East (51),-79.40963669,43.75647915
-8814969.936,5429671.668,1140,GO-20201583370,2020/08/22 04:00:00+00,2020,August,22,Saturday,235,D43,Stabbing,136,West Hill,136,West Hill (136),-79.18622222,43.76840289
-8814969.936,5429671.668,1141,GO-20201583370,2020/08/22 04:00:00+00,2020,August,22,Saturday,235,D43,Stabbing,136,West Hill,136,West Hill (136),-79.18622222,43.76840289
-8835542.47,5412712.929,1142,GO-20201607604,2020/08/26 04:00:00+00,2020,August,26,Wednesday,239,D51,Stabbing,73,Moss Park,73,Moss Park (73),-79.37102845,43.65828851
-8848879.129,5426898.917,1143,GO-20201655784,2020/09/02 04:00:00+00,2020,September,2,Wednesday,246,D31,Shooting,27,York University Heights,27,York University Heights (27),-79.49083369,43.75041304
-8859321.494,5423424.338,1144,GO-20201691332,2020/09/07 04:00:00+00,2020,September,7,Monday,251,D23,Stabbing,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.58463905,43.72786204
-8848304.828,5414283.56,1145,GO-20201713867,2020/09/10 04:00:00+00,2020,September,10,Thursday,254,D11,Shooting,111,Rockcliffe-Smythe,111,Rockcliffe-Smythe (111),-79.48567466,43.66849524
-8856543.734,5421183.187,1146,GO-20201730504,2020/09/12 04:00:00+00,2020,September,12,Saturday,256,D23,Stabbing,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.55968601,43.71331182
-8852443.835,5419804.604,1147,GO-20201728164,2020/09/12 04:00:00+00,2020,September,12,Saturday,256,D12,Stabbing,113,Weston,113,Weston (113),-79.52285599,43.70435991
-8852443.835,5419804.604,1148,GO-20201728164,2020/09/12 04:00:00+00,2020,September,12,Saturday,256,D12,Stabbing,113,Weston,113,Weston (113),-79.52285599,43.70435991
-8816683.461,5434908.981,1149,GO-20201786596,2020/09/20 04:00:00+00,2020,September,20,Sunday,264,D42,Shooting,146,Malvern East,132,Malvern (132),-79.20161508,43.80236826
-8852407.619,5429529.898,1150,GO-20201816857,2020/09/24 04:00:00+00,2020,September,24,Thursday,268,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.52253066,43.7674832
-8859713.605,5426266.456,1151,GO-20201838399,2020/09/27 04:00:00+00,2020,September,27,Sunday,271,D23,Shooting,2,Mount Olive-Silverstone-Jamestown,2,Mount Olive-Silverstone-Jamestown (2),-79.58816144,43.74630882
-8851987.752,5429787.945,1152,GO-20201838773,2020/09/27 04:00:00+00,2020,September,27,Sunday,271,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.51875893,43.76915718
-8833728.516,5433410.831,1153,GO-20201989086,2020/09/28 04:00:00+00,2020,September,28,Monday,272,D33,Other,47,Don Valley Village,47,Don Valley Village (47),-79.35473342,43.79265433
-8850672.804,5419835.188,1154,GO-20201863629,2020/10/01 04:00:00+00,2020,October,1,Thursday,275,D12,Shooting,113,Weston,113,Weston (113),-79.50694655,43.70455852
-8849071.861,5424829.593,1155,GO-20201876749,2020/10/03 04:00:00+00,2020,October,3,Saturday,277,D31,Shooting,155,Downsview,26,Downsview-Roding-CFB (26),-79.49256503,43.73698356
-8842492.331,5423364.562,1156,GO-20201908230,2020/10/07 04:00:00+00,2020,October,7,Wednesday,281,D32,Shooting,32,Englemount-Lawrence,32,Englemount-Lawrence (32),-79.43346011,43.727474
-8826111.54,5417779.399,1157,GO-20202026517,2020/10/25 04:00:00+00,2020,October,25,Sunday,299,D41,Shooting,121,Oakridge,121,Oakridge (121),-79.28630896,43.69120667
-8851787.745,5428679.259,1158,GO-20202114189,2020/11/07 05:00:00+00,2020,November,7,Saturday,312,D31,Shooting,24,Black Creek,24,Black Creek (24),-79.51696223,43.76196467
-8809540.241,5433328.643,1159,GO-20202177333,2020/11/16 05:00:00+00,2020,November,16,Monday,321,D43,Stabbing,143,West Rouge,131,Rouge (131),-79.13744644,43.79212138
-8841439.56,5413394.157,1160,GO-20202188906,2020/11/18 05:00:00+00,2020,November,18,Wednesday,323,D14,Stabbing,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),-79.42400291,43.66271567
-8829085.136,5427065.192,1161,GO-20202213650,2020/11/22 05:00:00+00,2020,November,22,Sunday,327,D33,Stabbing,149,Parkwoods-O'Connor Hills,45,Parkwoods-Donalda (45),-79.31302123,43.751492
-8844711.314,5420349.95,1162,GO-20202271563,2020/12/02 05:00:00+00,2020,December,2,Wednesday,337,D13,Shooting,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.45339357,43.7079013
-8842704.068,5412957.442,1163,GO-20202295266,2020/12/06 05:00:00+00,2020,December,6,Sunday,341,D14,Other,83,Dufferin Grove,83,Dufferin Grove (83),-79.43536217,43.65987759
-8839437.568,5411792.375,1164,GO-2020982844,2020/12/08 05:00:00+00,2020,December,8,Tuesday,343,D52,Other,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.40601871,43.6523055
-8830100.601,5416026.447,1165,GO-20202279344,2020/12/08 05:00:00+00,2020,December,8,Tuesday,343,D55,Stabbing,64,Woodbine Corridor,64,Woodbine Corridor (64),-79.3221433,43.67981933
